flex1,flex2,flex3,flex4,flex5,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,temperature,label
373.35,377.62,402.49,385.94,535.13,0.87,0.82,0.09,9.1,24.49,36.91,31.08,B
380.18,403.3,419.4,425.63,519.6,0.93,1.06,-0.07,6.29,22.05,30.96,30.82,B
637.95,659.05,580.91,705.37,662.43,0.72,0.88,0.35,17.9,29.18,0.5,30.77,C
392.56,422.71,380.57,402.02,517.73,1.33,0.97,0.29,7.36,22.89,19.37,30.87,B
635.54,655.83,592.87,673.55,588.98,0.53,0.8,0.34,23.58,24.08,-6.7,30.87,C
739.11,634.88,303.17,577.08,663.34,-0.02,0.25,-1.2,22.17,-33.97,-13.1,31.18,SPACE
593.67,692.33,341.66,664.28,649.05,-0.02,0.2,-0.95,24.63,-21.84,-11.63,30.93,SPACE
391.11,438.26,404.97,314.24,613.75,-0.55,-0.28,-0.73,25.62,12.63,20.11,31.16,DELETE
673.61,603.06,312.54,620.15,652.93,0.49,0.19,-0.9,26.99,-28.13,-10.31,31.27,SPACE
453.15,473.15,398.55,321.71,618.75,-0.46,-0.52,-0.44,31.39,12.4,35.21,31.03,DELETE
605.94,465.75,646.94,558.53,309.0,0.81,0.43,0.4,-21.5,0.67,-15.69,31.01,A
615.84,361.92,691.46,304.08,532.2,0.87,0.6,0.56,7.12,-24.77,-33.94,30.83,E
577.58,633.81,597.77,657.0,616.63,0.8,0.74,0.33,18.54,21.58,-3.15,31.65,C
643.82,662.19,347.52,588.04,667.24,0.11,0.03,-0.75,18.59,-39.28,-2.36,30.76,SPACE
655.68,609.21,307.91,615.64,676.63,0.33,0.28,-0.6,17.62,-35.31,-16.44,30.79,SPACE
573.67,381.23,663.32,352.95,519.79,0.78,0.65,0.14,20.8,-19.48,-20.45,30.95,E
407.65,471.7,372.15,311.35,621.86,-0.62,-0.43,-0.49,29.08,17.47,26.82,30.49,DELETE
363.14,367.31,432.34,384.48,532.46,0.9,1.02,-0.09,7.44,23.85,20.93,30.79,B
615.06,342.23,667.82,347.39,544.41,0.55,0.66,0.34,11.51,-19.32,-28.3,30.84,E
476.52,463.57,427.67,295.39,580.48,-0.57,-0.43,-0.67,20.28,22.62,36.56,31.38,DELETE
668.8,653.92,350.83,617.14,679.66,0.35,-0.07,-1.18,20.98,-28.2,-8.29,31.01,SPACE
670.34,662.02,354.61,610.46,657.04,0.19,0.0,-0.66,18.66,-22.38,-9.81,31.09,SPACE
412.63,417.09,345.36,322.29,637.85,-0.49,-0.2,-0.52,31.11,26.28,25.31,31.02,DELETE
584.82,339.86,736.87,372.08,534.11,0.97,0.74,0.34,16.35,-21.28,-26.07,31.23,E
440.28,469.87,358.91,330.7,646.54,-0.65,-0.29,-0.53,29.87,15.22,20.86,31.53,DELETE
678.18,698.03,322.6,601.71,706.8,0.16,0.0,-0.87,26.74,-25.41,-11.67,30.57,SPACE
615.82,679.65,623.23,743.22,582.07,0.32,0.6,0.54,18.87,27.46,5.12,31.11,C
428.41,468.65,399.86,320.14,620.55,-0.44,-0.44,-0.57,32.82,16.75,11.07,31.5,DELETE
650.62,673.22,371.11,630.9,638.58,0.27,-0.08,-0.77,13.19,-31.23,-11.21,31.13,SPACE
369.35,559.8,406.55,429.99,610.17,-0.76,-1.12,0.15,23.2,-13.62,-21.95,30.86,D
366.71,413.19,415.56,368.83,521.76,1.21,0.82,0.18,5.92,24.33,31.46,31.22,B
684.17,684.18,331.96,634.09,647.4,0.27,0.24,-0.7,22.96,-30.34,-10.87,30.5,SPACE
634.37,697.6,582.99,710.06,615.71,0.76,0.72,0.51,26.55,31.59,-6.79,31.24,C
404.45,605.24,367.55,343.07,657.32,-0.71,-0.83,0.09,6.83,-7.71,-27.33,30.57,D
,466.15,630.76,568.69,331.32,0.89,0.66,0.31,-18.0,-4.88,-5.87,30.66,A
606.67,353.6,661.39,370.57,531.41,0.98,0.47,0.18,0.99,-32.87,-20.43,31.63,E
432.73,366.87,407.13,370.75,517.12,0.93,0.92,-0.03,8.38,18.92,18.66,31.23,B
406.27,407.32,417.45,353.83,649.83,-0.46,-0.83,-0.82,30.82,15.01,23.0,30.67,DELETE
573.68,343.94,713.74,359.69,541.06,0.94,0.39,0.49,11.18,-19.29,-26.32,31.41,E
625.14,314.04,676.45,361.85,558.11,0.78,0.54,0.4,10.59,-19.24,-34.98,30.59,E
608.82,640.48,599.12,728.7,583.03,0.72,0.81,0.58,17.31,24.64,-10.18,30.68,C
557.09,378.4,666.4,343.37,568.62,0.95,0.84,0.53,9.07,-14.45,-36.75,31.22,E
463.6,483.2,415.1,363.91,617.34,-0.83,-0.43,-0.54,27.82,15.96,20.97,30.7,DELETE
408.4,435.84,361.65,412.62,549.88,0.83,0.98,0.04,17.55,31.22,17.65,31.75,B
456.88,431.09,412.88,318.23,596.88,-0.42,-0.57,-0.51,30.25,12.49,25.44,30.84,DELETE
656.82,690.02,322.21,598.66,637.91,-0.0,0.18,-0.86,22.89,-29.62,-11.09,30.45,SPACE
571.15,340.64,686.77,347.43,521.76,0.81,0.65,0.37,6.74,-25.36,-30.22,30.94,E
590.23,639.07,599.11,662.33,599.55,0.75,0.94,0.47,6.44,25.61,12.21,31.26,C
652.56,381.74,710.88,394.4,510.07,0.66,0.85,0.34,11.8,-21.89,-41.35,30.94,E
548.13,675.12,654.97,698.9,548.62,0.8,0.53,0.36,21.24,27.35,-3.93,30.81,C
431.13,446.22,387.33,308.04,597.76,-0.58,-0.12,-0.84,26.4,17.35,24.28,31.32,DELETE
604.81,344.48,674.67,367.71,540.54,0.71,0.56,0.14,15.2,-31.79,-34.48,30.44,E
549.4,692.96,573.55,735.11,627.28,0.79,0.54,0.48,15.75,26.23,-2.74,30.39,C
368.97,383.54,408.51,409.79,550.17,1.07,1.02,0.14,8.13,23.66,22.35,31.11,B
604.68,383.85,729.15,348.23,483.7,0.71,0.5,0.41,-0.65,-24.19,-22.29,31.0,E
599.01,401.83,720.56,381.28,495.09,1.03,0.6,0.4,8.07,-27.87,-19.54,30.71,E
605.49,365.84,718.55,331.3,519.16,0.93,0.85,-0.03,19.8,-22.65,-38.84,30.1,E
407.32,456.53,412.51,404.14,478.1,0.68,1.0,-0.0,2.81,21.93,26.55,31.28,B
594.21,579.69,634.42,700.32,581.27,0.85,0.56,0.36,19.9,34.99,6.63,31.11,C
578.34,669.06,602.87,695.84,580.86,0.7,0.55,0.49,16.93,21.36,3.47,31.13,C
388.31,432.42,398.3,376.64,529.44,1.0,1.0,0.08,13.54,16.17,26.85,31.39,B
408.45,395.77,407.0,314.57,609.18,-0.78,-0.57,-0.86,26.32,14.89,26.24,31.37,DELETE
659.06,651.82,340.28,622.05,654.7,0.47,0.4,-0.81,17.15,-32.32,-12.82,31.02,SPACE
403.02,544.98,384.15,299.34,661.27,-0.32,-1.19,-0.03,21.72,-12.75,-17.13,31.14,D
552.69,596.02,611.31,676.67,552.02,0.79,0.98,0.67,16.82,26.13,2.95,31.34,C
406.53,569.27,355.91,438.79,684.32,-0.81,-1.0,-0.03,22.49,-13.95,-20.12,31.44,D
547.85,366.66,737.52,359.17,576.99,0.96,0.5,0.25,12.29,-26.71,-34.27,31.45,E
408.69,446.54,380.28,348.57,596.48,-0.23,-0.69,-0.38,28.94,19.62,32.47,31.26,DELETE
681.28,691.12,329.98,602.81,681.85,0.24,0.08,-0.99,15.8,-24.57,-11.13,30.89,SPACE
454.19,403.09,375.26,319.58,669.62,-0.62,-0.76,-0.72,30.77,20.78,37.18,31.42,DELETE
403.48,464.18,386.91,344.89,586.11,-0.55,-0.27,-0.49,24.51,14.13,20.85,30.8,DELETE
524.09,364.88,705.52,376.24,563.81,0.83,0.64,0.1,11.91,-28.26,-38.66,30.67,E
438.19,439.27,368.63,343.32,615.05,-0.24,-0.32,-0.73,32.14,18.4,32.34,30.84,DELETE
617.46,632.22,305.6,586.94,644.63,0.17,0.29,-0.65,12.74,-33.65,-15.15,31.23,SPACE
569.58,360.26,674.6,400.67,518.02,0.94,0.81,0.27,6.05,-28.77,-25.12,30.62,E
426.75,419.91,437.27,355.28,604.6,-0.31,-0.51,-0.42,35.88,12.25,28.7,31.23,DELETE
387.91,571.15,314.67,376.48,689.6,-0.54,-1.05,-0.21,24.06,-22.03,-16.76,30.94,D
565.6,357.87,699.68,375.91,537.31,0.9,0.68,0.27,11.45,-24.08,-28.26,31.12,E
458.78,592.09,367.7,413.27,622.48,-0.75,-0.75,-0.28,24.57,-7.78,-12.46,30.53,D
690.8,673.6,365.0,598.5,635.43,0.34,0.32,-0.67,27.77,-17.49,-8.09,31.07,SPACE
614.65,463.04,655.57,565.75,337.64,1.1,0.44,0.69,-18.93,-7.75,-2.88,31.21,A
409.6,421.68,366.41,397.36,514.32,1.12,1.16,0.21,4.57,7.9,17.14,31.43,B
604.86,357.14,692.74,372.34,561.02,0.97,0.5,0.44,12.49,-26.88,-22.74,31.44,E
413.32,411.28,339.88,318.49,629.17,-0.68,-0.42,-0.86,27.32,11.13,25.4,30.85,DELETE
346.6,404.67,378.59,437.49,499.23,1.23,0.98,-0.12,4.96,17.59,19.6,31.03,B
392.64,520.31,321.97,331.75,661.18,-0.91,-0.77,0.01,20.54,-14.66,-19.2,30.76,D
621.45,472.27,597.67,602.15,322.55,0.87,0.36,0.47,-20.17,-3.92,-6.11,31.11,A
404.09,592.39,385.45,387.04,683.47,-1.06,-1.01,-0.04,27.53,-2.58,-29.56,31.42,D
396.4,424.25,392.45,400.83,557.09,0.98,1.06,0.02,6.63,14.56,16.09,30.92,B
586.47,356.12,715.59,378.98,504.49,0.69,0.28,0.39,11.62,-22.76,-37.88,30.67,E
473.9,393.8,396.1,303.58,605.89,-0.61,-0.58,-0.63,15.65,15.28,25.34,30.59,DELETE
436.01,401.61,392.42,303.79,605.38,-0.19,-0.29,-0.66,44.49,12.29,31.62,30.54,DELETE
491.46,423.16,424.95,334.3,584.98,-0.54,-0.43,-0.8,30.05,21.65,26.98,30.84,DELETE
434.81,488.91,379.87,347.21,616.63,-0.52,-0.46,-0.77,30.17,15.42,21.27,31.3,DELETE
611.07,344.95,683.93,412.95,504.33,0.69,0.81,0.23,7.02,-14.31,-27.11,30.89,E
633.65,482.37,629.4,596.39,340.44,0.95,0.74,0.2,-29.4,-8.91,-9.57,30.92,A
386.92,591.17,359.39,392.93,668.47,-0.77,-0.8,-0.11,25.65,-12.39,-20.56,30.86,D
415.11,401.33,389.95,406.18,561.54,0.99,0.8,0.14,5.92,31.04,25.97,30.33,B
567.37,369.49,706.16,362.54,500.95,1.14,0.82,0.25,11.45,-20.15,-35.07,31.1,E
635.24,674.7,297.91,577.29,649.46,0.26,0.29,-0.73,26.59,-27.21,-6.09,30.8,SPACE
401.74,569.65,398.49,366.7,633.55,-0.79,-0.99,-0.01,17.61,-20.56,-25.11,31.11,D
597.39,403.85,694.66,325.77,577.33,1.03,0.66,0.11,10.0,-31.05,-24.69,30.52,E
379.52,577.64,395.99,347.32,648.59,-0.67,-0.83,-0.05,13.94,-7.33,-16.69,30.98,D
413.35,526.95,327.86,367.67,644.99,-0.96,-0.84,-0.16,29.23,-1.34,-23.55,31.13,D
643.19,603.28,282.72,589.33,652.77,0.21,-0.14,-0.92,26.5,-19.1,-20.66,30.76,SPACE
424.17,400.27,362.6,360.31,618.12,-0.77,-0.38,-0.72,24.12,11.14,30.79,30.41,DELETE
416.84,470.02,397.12,350.33,519.28,1.17,1.06,0.09,13.38,24.02,32.06,31.28,B
616.17,667.37,602.16,690.13,598.95,0.69,0.65,0.43,19.37,29.85,-7.64,30.68,C
652.8,646.92,365.62,591.67,656.81,-0.01,0.2,-0.81,25.54,-26.67,-6.41,31.22,SPACE
667.63,676.31,357.47,623.15,654.96,0.32,0.28,-1.03,13.51,-37.33,-10.84,31.09,SPACE
614.83,635.85,592.7,697.53,615.31,0.7,0.81,0.39,11.47,35.97,-4.51,30.83,C
622.69,630.97,340.07,603.79,704.02,0.03,0.55,-1.14,11.22,-27.51,-16.86,30.99,SPACE
422.37,441.6,394.57,361.61,622.82,-0.73,-0.52,-0.61,34.11,23.35,34.67,31.04,DELETE
423.41,451.41,379.75,404.09,535.23,0.84,0.97,0.05,14.04,27.64,24.33,30.94,B
633.79,433.48,635.07,583.02,352.33,1.06,0.64,0.52,-24.62,1.31,-8.71,30.62,A
676.17,604.55,361.06,606.74,667.51,0.09,0.32,-0.91,17.93,-26.22,-19.6,30.51,SPACE
551.1,378.03,673.23,350.15,551.73,1.07,0.66,0.38,5.71,-20.72,-29.72,31.37,E
-999.0,442.39,358.75,298.38,607.15,-0.71,-0.36,-0.7,25.36,13.07,27.11,31.01,DELETE
599.94,379.29,735.74,327.58,516.97,1.28,0.62,0.01,10.02,-35.79,-28.22,31.24,E
560.82,342.74,709.91,391.15,535.78,0.94,0.75,0.26,7.46,-19.12,-26.35,31.27,E
392.96,561.32,337.27,409.29,673.78,-0.75,-0.87,0.04,25.36,-17.16,-23.04,30.98,D
587.5,376.07,727.43,355.96,522.5,1.07,0.67,0.46,9.5,-14.91,-28.05,31.13,E
427.83,469.31,369.04,361.11,618.56,-0.17,-0.39,-0.65,31.37,15.18,16.82,30.93,DELETE
595.33,361.51,729.85,359.55,543.64,0.94,0.55,0.32,14.3,-29.72,-28.16,30.99,E
618.72,490.88,639.91,617.24,362.86,0.91,0.63,0.86,-12.51,-9.12,-12.38,31.45,A
679.18,669.98,281.39,600.45,680.1,0.25,0.4,-1.03,11.12,-23.16,-13.87,30.47,SPACE
602.91,373.07,708.02,368.57,472.01,0.81,0.73,0.54,21.36,-28.76,-31.17,30.53,E
433.95,529.34,357.46,403.79,650.94,-0.85,-1.16,-0.03,17.98,-9.41,-29.32,31.24,D
624.69,666.67,579.3,684.07,599.37,0.59,0.74,0.51,12.67,32.07,-0.98,30.48,C
370.02,540.82,335.37,344.34,671.58,-0.66,-0.95,-0.39,32.04,-14.91,-12.05,30.57,D
573.21,508.96,674.64,572.63,346.76,0.59,0.35,0.53,-27.67,0.6,2.23,30.65,A
613.04,494.55,649.17,592.2,320.05,0.92,0.55,0.7,-24.28,-0.37,-9.08,30.96,A
713.98,623.95,320.85,597.51,686.37,0.31,0.08,-0.96,20.23,-23.47,-17.03,31.61,SPACE
616.86,659.91,300.61,601.11,671.6,0.28,0.34,-0.79,22.34,-29.43,-10.65,30.82,SPACE
428.33,403.86,402.7,433.49,585.65,0.9,0.98,0.33,0.73,26.74,20.88,31.03,B
590.58,489.99,644.6,597.99,367.06,0.98,0.69,0.22,-14.36,-1.1,-2.36,30.63,A
579.17,458.77,651.24,607.83,352.89,0.61,0.57,0.58,-20.24,5.1,-18.07,30.82,A
443.46,395.73,397.51,323.57,644.76,-0.53,-0.25,-0.56,27.86,20.8,29.76,31.14,DELETE
402.11,441.41,409.79,407.51,533.25,0.98,0.89,-0.01,15.74,21.06,22.05,30.85,B
413.21,561.07,375.67,385.49,653.15,-0.68,-0.89,-0.04,20.55,-1.9,-8.76,30.64,D
649.25,628.58,329.62,590.96,690.34,-0.05,0.21,-1.04,19.31,-25.69,-16.78,31.05,SPACE
604.83,644.47,644.4,704.68,612.69,0.86,0.72,0.33,5.92,23.7,2.32,30.89,C
418.03,415.22,387.7,427.38,557.35,1.18,1.11,0.22,12.01,22.93,26.42,30.93,B
619.17,657.52,607.05,724.28,583.48,0.71,0.66,0.42,16.16,26.45,-1.32,30.69,C
624.0,342.51,694.02,363.63,533.66,0.92,0.76,0.35,12.04,-25.63,-23.93,31.1,E
621.92,639.0,576.91,705.02,593.58,0.68,0.62,0.8,6.9,24.14,-1.51,30.77,C
423.17,575.78,351.35,392.92,681.93,-0.68,-0.69,0.13,22.82,-9.18,-21.62,30.62,D
396.45,522.21,358.8,392.98,618.29,-0.63,-0.95,-0.09,26.04,-21.45,-20.58,31.49,D
609.63,482.6,625.97,576.71,297.72,0.97,0.59,0.54,-30.39,1.97,-5.93,30.78,A
637.98,452.53,664.81,594.94,348.73,1.14,0.62,0.68,-19.13,-1.27,-16.67,31.03,A
405.07,5000.0,347.17,331.47,644.73,-0.53,-0.87,0.01,16.79,-9.31,-17.25,31.13,D
634.32,375.11,721.95,368.45,579.44,0.7,0.66,0.4,11.98,-16.19,-31.58,31.62,E
589.5,489.33,653.33,539.77,319.56,0.86,0.47,,-25.46,-6.62,-3.89,31.24,A
428.7,452.38,372.65,323.22,637.38,-0.36,-0.42,-0.82,27.02,9.66,26.17,31.08,DELETE
405.89,532.89,393.29,353.74,653.55,-0.83,-1.04,0.23,22.28,-13.24,-28.04,30.44,D
642.93,669.0,284.78,569.22,653.82,0.35,0.39,-0.7,24.01,-27.63,-7.22,30.66,SPACE
394.29,419.9,368.85,329.35,665.64,-0.66,-0.58,-0.81,31.67,16.66,21.31,30.89,DELETE
577.02,474.27,641.45,623.89,360.03,0.95,0.56,0.58,-23.33,-8.39,-8.51,30.78,A
646.17,611.46,283.39,605.68,682.62,0.31,0.29,-0.91,20.0,-32.58,-13.39,30.6,SPACE
616.73,508.2,648.92,568.67,365.33,1.02,0.75,0.6,-28.44,-9.82,0.5,31.52,A
382.92,400.22,361.4,416.47,521.73,0.83,0.9,0.21,11.36,20.95,29.07,30.65,B
618.75,468.4,654.79,571.23,361.06,0.68,0.47,0.27,-29.79,3.84,-3.28,30.78,A
425.07,645.11,305.64,395.03,606.49,-0.64,-0.99,0.02,17.21,-6.54,-29.55,31.37,D
613.71,650.76,635.55,689.52,613.43,0.78,0.89,0.2,15.82,30.32,6.24,31.07,C
404.79,409.4,354.01,393.76,543.39,0.82,1.08,0.19,8.98,6.28,19.59,31.57,B
668.19,625.99,319.91,583.48,638.23,0.12,0.03,-0.97,23.52,-26.61,-1.32,30.34,SPACE
343.16,397.78,399.98,428.41,513.7,1.24,0.88,-0.05,16.03,22.66,23.22,30.95,B
407.03,400.27,350.72,323.42,583.06,-0.57,-0.18,-0.84,27.08,27.52,27.83,30.89,DELETE
652.6,583.45,328.83,598.18,700.39,0.24,0.01,-0.95,10.91,-33.27,-8.01,30.93,SPACE
602.43,470.8,615.6,593.44,350.78,0.73,0.63,0.88,-21.45,-4.66,-8.46,31.18,A
668.52,639.91,323.29,624.35,692.94,0.45,0.27,-0.93,20.1,-35.89,-4.49,30.9,SPACE
581.66,637.15,590.6,724.59,623.26,0.72,0.61,0.61,18.01,21.99,-10.07,30.87,C
659.68,410.39,726.49,383.72,583.84,0.64,0.87,0.15,10.11,-19.14,-23.25,30.65,E
598.84,431.7,702.87,331.85,525.7,0.8,0.75,0.15,11.44,-22.75,-31.66,31.24,E
566.96,355.17,643.59,399.81,548.94,0.85,0.34,0.02,12.92,-12.1,-32.91,31.26,E
358.18,410.51,434.71,447.06,550.91,0.81,1.05,0.18,11.97,25.52,27.79,30.98,B
570.29,375.08,711.09,374.74,526.95,0.9,0.89,0.33,4.76,-20.93,-19.2,30.61,E
416.87,426.93,403.65,402.75,512.11,0.98,1.17,0.04,3.89,19.14,26.98,30.89,B
602.79,362.05,697.02,353.54,563.74,0.83,0.44,0.04,4.3,-18.86,-35.18,31.09,E
408.98,553.05,341.32,403.3,661.38,-0.63,-0.74,-0.16,19.0,-9.65,-25.13,31.23,D
400.7,541.27,349.63,347.01,655.97,-0.64,-0.9,0.0,14.06,-13.54,-24.35,30.88,D
397.84,455.05,387.91,415.03,464.24,0.98,0.93,-0.07,13.75,19.97,25.09,30.89,B
695.89,644.3,300.17,602.32,677.33,0.2,0.12,-0.83,23.85,-28.95,-19.46,31.14,SPACE
649.59,652.34,343.99,632.58,665.3,-0.0,-0.06,-0.96,9.67,-18.24,-8.2,30.81,SPACE
418.31,413.64,365.04,429.3,523.72,1.04,0.88,0.3,3.96,19.91,26.51,30.67,B
433.76,430.16,393.76,337.75,625.69,-0.44,-0.49,-0.61,29.67,4.72,29.03,31.04,DELETE
383.51,390.81,375.6,412.06,557.87,0.97,0.99,0.14,3.48,25.3,30.07,31.78,B
394.96,389.14,422.87,375.08,525.82,0.9,1.01,-0.04,6.99,20.42,22.3,31.15,B
373.43,564.88,350.21,369.05,671.73,-0.48,-0.78,-0.06,22.68,-14.35,-27.27,30.66,D
590.72,403.02,738.66,345.87,533.17,0.91,0.74,0.22,22.35,-19.84,-26.76,31.53,E
615.38,669.6,619.11,678.46,602.36,0.66,0.63,0.77,9.3,24.91,4.57,30.56,C
600.24,369.03,699.46,369.47,568.25,0.87,0.86,0.28,11.18,-25.29,-38.51,31.08,E
377.65,560.2,370.51,292.42,711.98,-0.62,-1.05,0.29,20.03,-9.78,-24.75,31.5,D
650.33,694.95,372.87,652.51,645.11,0.33,0.33,-0.8,19.59,-20.82,-11.19,31.04,SPACE
678.88,589.08,345.69,555.89,633.23,0.17,0.53,-0.66,24.89,-25.43,-20.5,31.05,SPACE
645.82,466.18,652.77,563.36,338.25,0.86,0.77,0.63,-23.4,2.99,-18.61,30.4,A
405.68,594.21,312.98,313.7,641.71,-0.91,-1.0,0.03,26.37,-16.13,-20.31,31.0,D
581.43,601.72,610.06,715.03,616.13,0.77,0.61,0.34,20.87,28.21,-4.29,31.33,C
605.72,464.84,634.64,592.25,346.81,1.01,0.59,0.89,-24.35,-5.54,-11.82,31.18,A
402.31,415.4,395.66,320.24,585.6,-0.32,-0.3,-0.93,21.12,19.83,24.37,31.45,DELETE
398.9,437.63,335.61,329.41,595.62,-0.55,0.0,-0.38,21.3,19.64,29.79,30.9,DELETE
379.59,562.54,331.6,416.56,680.57,-0.71,-1.14,0.23,19.93,-15.97,-31.12,30.81,D
405.88,432.0,417.94,347.16,644.27,-0.47,-0.38,-0.9,26.91,15.74,31.91,30.85,DELETE
606.93,481.13,658.86,553.95,311.63,1.12,0.46,0.36,-20.09,-0.66,-15.41,31.07,A
395.01,413.86,397.67,402.29,535.66,1.11,1.19,0.05,12.42,18.09,29.81,30.77,B
643.42,477.85,622.5,564.09,300.66,0.82,0.47,0.69,-13.71,-9.89,-5.79,30.69,A
438.67,467.63,400.39,299.51,592.46,-0.34,-0.56,-0.49,26.34,17.57,18.86,30.82,DELETE
681.96,682.41,308.71,634.72,687.15,0.21,0.16,-0.88,25.75,-25.23,-14.57,30.95,SPACE
440.71,573.79,411.52,376.57,675.53,-0.77,-1.04,-0.1,11.46,-4.01,-25.52,30.76,D
606.05,631.44,550.42,695.57,564.74,0.95,0.69,0.32,14.61,16.63,-6.98,31.3,C
393.66,551.29,382.06,386.45,636.68,-0.62,-0.85,-0.11,19.3,-21.57,-27.76,30.78,D
466.19,413.9,408.98,327.06,613.12,-0.56,-0.4,-0.57,33.78,23.9,27.45,31.51,DELETE
611.87,651.31,568.59,692.18,564.39,0.7,0.42,0.54,20.0,35.62,2.75,30.87,C
622.57,448.12,660.96,545.05,317.81,1.15,0.65,0.8,-23.67,-8.74,-8.95,31.03,A
597.95,627.59,649.61,688.11,621.14,0.34,0.86,0.68,18.26,28.87,1.31,30.81,C
651.03,621.78,302.65,592.07,607.83,0.21,0.13,-0.79,23.48,-30.75,-13.48,30.93,SPACE
400.1,538.04,368.66,378.75,638.19,-0.71,-0.94,-0.09,21.12,-15.47,-10.58,31.32,D
575.02,620.27,590.58,707.15,610.16,0.39,0.55,0.64,18.5,19.0,10.29,30.99,C
712.51,655.27,347.49,616.24,675.44,0.26,0.34,-0.8,22.68,-30.68,-9.26,30.98,SPACE
398.51,463.37,439.57,450.92,507.48,1.12,0.87,0.09,1.98,18.38,22.59,31.27,B
619.21,471.64,642.42,562.58,348.82,0.88,0.34,0.38,-21.45,4.92,-6.95,30.96,A
587.54,675.76,585.05,695.33,606.33,0.94,0.62,0.6,24.27,25.76,-2.54,30.9,C
591.85,416.55,679.08,399.39,513.72,0.87,0.84,0.47,10.83,-19.17,-27.31,30.84,E
613.65,623.55,575.96,737.25,604.27,0.61,0.57,0.36,14.56,19.67,-8.99,30.94,C
378.54,418.55,413.93,456.69,556.46,1.13,1.44,0.13,10.76,25.12,20.93,30.87,B
429.33,418.74,399.47,388.64,547.52,1.06,0.98,-0.06,8.99,21.25,19.31,30.56,B
658.07,714.45,330.31,614.0,650.97,0.4,0.32,-0.79,22.44,-22.04,-4.83,31.08,SPACE
618.12,518.77,618.77,572.82,357.1,1.02,0.47,0.55,-29.19,-4.17,-9.08,31.07,A
609.3,377.55,706.49,376.4,516.41,0.71,0.77,0.2,-0.82,-18.7,-34.6,31.14,E
647.02,643.45,337.59,563.67,654.3,0.46,0.04,-1.02,21.43,-25.8,-14.31,31.02,SPACE
415.06,528.54,341.43,370.77,671.19,-0.71,-0.79,0.2,27.76,-4.41,-27.5,31.14,D
454.79,471.77,423.65,345.33,675.02,-0.61,-0.12,-0.52,35.2,15.26,30.02,31.43,DELETE
390.47,551.94,374.08,403.07,676.47,-0.83,-0.81,-0.0,20.14,-13.98,-25.11,31.52,D
638.62,651.34,357.07,641.23,681.22,0.56,0.15,-1.15,26.63,-36.41,-14.96,31.16,SPACE
379.55,395.99,441.24,436.78,533.59,0.94,0.96,0.09,16.34,23.71,29.61,31.35,B
407.54,551.91,397.04,375.05,696.05,-0.82,-0.85,-0.01,20.12,-7.28,-23.81,30.2,D
658.7,692.56,296.53,619.52,695.03,0.13,0.15,-0.89,13.95,-29.49,-4.81,31.16,SPACE
362.48,549.34,381.08,368.26,660.59,-0.81,-0.95,0.29,20.02,-8.52,-30.14,31.46,D
444.14,462.93,383.35,328.75,599.82,-0.49,-0.51,-0.7,31.49,22.78,27.79,31.54,DELETE
618.56,358.42,708.78,359.81,578.9,0.8,0.69,0.39,8.56,-22.31,-30.75,30.85,E
447.41,435.7,359.64,325.19,630.27,-0.49,-0.42,-0.6,32.29,16.65,28.04,30.7,DELETE
400.74,443.29,430.24,394.48,562.1,1.13,1.37,-0.06,5.8,20.07,23.52,30.73,B
422.71,443.09,421.0,367.17,574.86,-0.42,-0.4,-0.71,30.13,8.23,33.11,31.15,DELETE
606.09,392.41,716.25,399.5,557.95,0.66,0.97,0.46,10.38,-27.1,-26.9,30.92,E
439.2,578.58,379.21,310.97,650.03,-0.39,-0.76,-0.27,20.2,-16.45,-13.75,31.07,D
433.12,565.97,354.06,331.18,663.0,-0.6,-1.23,0.17,25.59,-4.78,-19.39,31.2,D
660.92,614.61,346.93,590.74,708.41,0.03,0.17,-1.01,16.48,-29.65,-2.34,31.04,SPACE
585.15,384.99,701.69,417.9,550.72,1.03,0.5,0.37,9.31,-19.97,-25.98,31.01,E
401.71,427.83,422.4,440.74,557.87,0.85,0.85,0.04,6.09,15.91,23.77,30.86,B
595.7,487.34,668.76,582.83,346.46,0.96,0.52,0.46,-20.73,-3.46,2.71,31.47,A
412.86,549.09,358.14,381.74,657.85,-0.63,-1.05,-0.2,29.89,2.01,-20.07,30.6,D
390.98,407.72,394.0,417.35,506.0,0.74,0.93,0.17,16.78,25.51,18.63,30.93,B
398.73,420.96,426.33,379.49,641.26,-0.32,-0.25,-0.55,30.14,19.56,29.47,30.78,DELETE
582.48,650.68,601.25,675.21,603.51,0.61,0.52,0.22,16.32,28.92,-4.96,31.76,C
659.02,679.76,294.17,661.14,647.66,0.26,0.02,-0.9,20.69,-34.66,2.94,30.85,SPACE
550.35,637.14,639.71,706.3,580.77,0.6,0.58,0.51,24.8,31.34,0.79,30.6,C
634.98,657.73,325.67,628.97,645.61,0.33,0.18,-1.05,23.29,-27.55,-14.34,31.01,SPACE
604.08,484.09,643.12,542.61,306.11,0.96,0.68,0.24,-20.58,2.97,-8.52,31.17,A
633.44,675.14,329.56,636.48,677.87,0.08,0.27,-0.81,18.62,-34.43,-10.69,30.7,SPACE
646.38,479.3,653.72,581.91,348.79,0.93,0.74,0.5,-16.65,-6.2,-8.05,30.68,A
576.42,662.09,586.38,722.19,,0.61,0.48,0.5,22.58,27.45,9.71,31.43,C
